Wall time,Step,Value
1733754686.341461,2400,94.49929809570312
1733754687.530615,4200,70.61798858642578
1733754689.064158,6600,38.189056396484375
1733754690.234442,8400,41.95762634277344
1733754691.794365,10800,37.54701232910156
1733754692.951732,12600,38.21786117553711
1733754694.143609,14400,36.29491424560547
1733754695.7432508,16800,31.7159481048584
1733754696.942382,18600,32.332481384277344
1733754698.5934029,21000,35.61201858520508
1733754699.798757,22800,33.871612548828125
1733754700.956392,24600,36.79160690307617
1733754702.479608,27000,28.35507583618164
1733754703.6611252,28800,21.139507293701172
1733754705.2327669,31200,26.317705154418945
1733754706.420643,33000,26.54790687561035
1733754707.9607549,35400,25.606943130493164
1733754709.277504,37200,20.163013458251953
1733754710.476365,39000,23.750139236450195
1733754712.160505,41400,14.64564323425293
1733754713.386069,43200,19.865249633789062
1733754714.953009,45600,21.573362350463867
